Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Tkl,TklW,DTkl,DTklAtt,Tkl%,Blocks,Int,Clr,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA
Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,27,1996,31,31,2738,30.4,2,0,2,2,0,0,10,0,3.1,3.1,0.2,3.3,0.07,0.0,0.07,0.1,0.01,0.11,0.1,0.11,38,23,17,27,63.0,33,32,136,1902,2161,88.0,36596,12775,-0.2,4,97,4
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,26,1996,29,28,2469,27.4,2,0,2,2,0,0,13,0,1.0,1.0,0.1,1.2,0.07,0.0,0.07,0.04,0.0,0.04,0.04,0.04,31,22,17,30,56.7,26,28,96,1562,1765,88.5,31232,8514,-0.1,3,94,0
Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23,2000,34,17,1528,17.0,3,5,8,3,0,0,1,0,2.7,2.7,3.1,5.9,0.18,0.29,0.47,0.16,0.18,0.35,0.16,0.35,30,19,18,46,39.1,19,9,20,501,673,74.4,6902,2141,1.9,28,25,30
Rogério,BRA,DF,Wolfsburg,Bundesliga,25,1998,13,10,906,10.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,0.1,0.0,0.1,0.03,0.04,0.07,0.03,0.07,14,6,10,14,71.4,16,5,23,455,552,82.4,7185,2809,-0.4,6,29,11
Romain Perraud,FRA,"DF,FW",Nice,Ligue 1,25,1997,19,2,370,4.1,0,1,1,0,0,0,2,0,0.0,0.0,0.9,1.0,0.0,0.24,0.24,0.01,0.23,0.24,0.01,0.24,7,6,4,11,36.4,4,6,15,176,243,72.4,2476,626,0.1,3,8,0
Ronaël Pierre-Gabriel,FRA,DF,Nantes,Ligue 1,25,1998,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,15,9,5,7,71.4,13,8,25,227,289,78.5,3413,1320,-0.8,2,17,3
Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,0.05,0.09,0.14,0.09,0.07,0.16,0.09,0.16,27,22,12,17,70.6,20,12,66,1458,1641,88.8,27691,10325,0.6,8,111,6
Ruan,BRA,DF,Sassuolo,Serie A,24,1999,26,16,1516,16.8,0,0,0,0,0,0,7,1,0.5,0.5,0.6,1.1,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,25,15,10,18,55.6,18,24,68,593,698,85.0,11580,3616,-0.6,4,22,3
Ruben Aguilar,FRA,DF,Lens,Ligue 1,30,1993,25,22,1922,21.4,1,3,4,1,0,0,3,0,1.4,1.4,2.9,4.3,0.05,0.14,0.19,0.07,0.14,0.2,0.07,0.2,53,31,27,45,60.0,35,26,46,1044,1282,81.4,15383,5987,0.1,26,73,42
Rúben Dias,POR,DF,Manchester City,Premier League,26,1997,30,28,2559,28.4,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.7,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,39,20,19,26,73.1,32,30,77,2469,2635,93.7,42764,13568,-0.3,7,220,12
Rubén Duarte,ESP,DF,Alavés,La Liga,27,1995,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,0.1,0.05,0.14,0.03,0.07,0.1,0.03,0.1,39,20,21,31,67.7,21,23,69,566,827,68.4,11070,5341,-0.5,17,58,15
Ruben Lendinez,ESP,DF,Valencia,La Liga,20,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,100.0,0,0,1,6,6,100.0,90,11,0.0,0,0,0
Rubén Peña,ESP,"DF,FW",Osasuna,La Liga,32,1991,29,26,2088,23.2,0,2,2,0,0,0,3,0,0.9,0.9,2.6,3.5,0.0,0.09,0.09,0.04,0.11,0.15,0.04,0.15,47,25,20,49,40.8,37,30,39,626,955,65.5,10643,4696,-0.6,28,55,33
Rúben Vinagre,POR,"DF,FW",Hellas Verona,Serie A,24,1999,12,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,4,2,3,4,75.0,6,1,4,86,127,67.7,1507,418,-0.3,5,5,6
Ryan John Giles,ENG,"DF,MF",Luton Town,Premier League,23,2000,11,5,503,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,8,6,2,7,28.6,2,4,22,140,218,64.2,2294,949,-0.2,5,10,10
Saba Sazonov,GEO,DF,Torino,Serie A,21,2002,12,2,356,4.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,9,7,3,3,100.0,8,3,22,163,187,87.2,3225,887,0.0,1,4,0
Sacha Boey,FRA,DF,Bayern Munich,Bundesliga,22,2000,2,1,109,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,2,0,1,2,50.0,1,1,2,58,69,84.1,745,210,0.0,0,4,0
Sadibou Sané,SEN,DF,Metz,Ligue 1,19,2004,14,9,846,9.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,19,12,6,7,85.7,14,8,64,254,317,80.1,5406,1557,0.0,1,10,2
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,18,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,0.0,0.1,0.1,0.02,0.07,0.09,0.02,0.09,30,20,9,22,40.9,12,14,18,470,592,79.4,7036,1816,0.3,5,30,11
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,21,2002,10,8,719,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,0.0,0.13,0.13,0.04,0.06,0.1,0.04,0.1,20,12,9,13,69.2,7,12,36,301,353,85.3,5779,1946,0.5,2,24,3
Sam Beukema,NED,DF,Bologna,Serie A,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,1.9,1.9,0.8,2.7,0.04,0.04,0.07,0.07,0.03,0.1,0.07,0.1,27,11,16,25,64.0,35,15,99,1842,2055,89.6,34323,11648,0.2,7,87,5
Sam Curtis,IRL,DF,Sheffield Utd,Premier League,17,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,50.0,2,0,0,6,10,60.0,98,37,0.0,0,0,0
Saman Ghoddos,IRN,DF,Brentford,Premier League,29,1993,19,7,739,8.2,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,0.12,0.0,0.12,0.04,0.13,0.17,0.04,0.17,28,19,17,31,54.8,9,5,12,325,448,72.5,5565,1748,-1.1,9,29,10
Samuel Gigot,FRA,DF,Marseille,Ligue 1,29,1993,21,20,1726,19.2,3,0,3,3,0,0,7,1,2.4,2.4,0.9,3.3,0.16,0.0,0.16,0.12,0.04,0.17,0.12,0.17,33,22,13,19,68.4,28,25,93,846,964,87.8,14333,4728,-0.9,7,31,3
Samuel Iling-Junior,ENG,"DF,MF",Juventus,Serie A,19,2003,24,4,810,9.0,1,2,3,1,0,0,1,0,0.7,0.7,1.3,2.0,0.11,0.22,0.33,0.08,0.14,0.23,0.08,0.23,23,13,11,18,61.1,17,6,19,330,433,76.2,5264,1713,0.7,19,20,13
Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,0.17,0.22,0.39,0.24,0.21,0.45,0.24,0.45,61,34,35,70,50.0,37,14,27,816,1015,80.4,11390,2608,0.3,34,36,38
Samuel Umtiti,FRA,DF,Lille,Ligue 1,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,4,25.0,0,2,4,156,165,94.5,2948,750,0.0,0,5,0
Samuele Birindelli,ITA,DF,Monza,Serie A,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,1.1,1.1,2.9,4.0,0.0,0.09,0.09,0.05,0.13,0.18,0.05,0.18,28,19,14,25,56.0,30,18,48,902,1104,81.7,15543,4505,-0.9,24,59,25
Santiago Bueno,URU,DF,Wolves,Premier League,24,1998,12,9,822,9.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,13,7,5,11,45.5,22,6,33,426,480,88.8,7158,2158,-0.1,2,16,0
Saúl Coco,EQG,DF,Las Palmas,La Liga,24,1999,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,1.1,0.0,1.1,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.04,32,19,11,18,61.1,27,20,120,1257,1422,88.4,20911,8245,0.0,1,52,0
Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,26,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,4,0,2,3,66.7,6,5,27,137,186,73.7,2769,1280,-0.2,3,10,3
Sead Kolašinac,BIH,DF,Atalanta,Serie A,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,0.04,0.0,0.04,0.06,0.04,0.1,0.06,0.1,44,32,30,49,61.2,22,21,47,1077,1278,84.3,16702,6039,-1.1,8,79,7
Séamus Coleman,IRL,DF,Everton,Premier League,34,1988,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,17,14,11,16,68.8,12,7,26,207,306,67.6,3381,1481,-1.0,3,15,4
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,24,1999,20,16,1431,15.9,0,0,0,0,0,0,5,0,0.8,0.8,0.4,1.2,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,26,12,13,19,68.4,21,18,81,737,842,87.5,13040,4770,-0.4,3,23,0
Sebastian Walukiewicz,POL,DF,Empoli,Serie A,23,2000,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,39,28,28,41,68.3,50,15,121,842,1018,82.7,17714,6732,-0.1,3,50,2
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,1996,38,38,3406,37.8,1,1,2,1,0,0,4,0,1.7,1.7,1.0,2.7,0.03,0.03,0.05,0.04,0.03,0.07,0.04,0.07,37,26,15,24,62.5,46,32,157,1455,1785,81.5,28218,10204,0.0,11,89,4
Sepp van den Berg,NED,DF,Mainz 05,Bundesliga,21,2001,33,31,2839,31.5,3,0,3,3,0,0,9,0,2.7,2.7,0.3,3.0,0.1,0.0,0.1,0.08,0.01,0.09,0.08,0.09,38,23,15,26,57.7,66,43,159,1190,1469,81.0,21938,7392,-0.3,7,86,4
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,0.0,0.22,0.22,0.02,0.05,0.07,0.02,0.07,20,14,5,11,45.5,10,9,36,348,448,77.7,5238,2147,1.5,4,31,9
Sergi Cardona,ESP,DF,Las Palmas,La Liga,24,1999,35,30,2814,31.3,1,2,3,1,0,0,11,0,2.7,2.7,2.8,5.5,0.03,0.06,0.1,0.09,0.09,0.18,0.09,0.18,90,55,55,96,57.3,45,46,102,1727,2150,80.3,25147,9822,-0.8,39,108,39
Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,1.2,1.2,2.2,3.3,0.11,0.0,0.11,0.06,0.12,0.18,0.06,0.18,27,15,13,16,81.3,14,10,34,620,801,77.4,10224,3150,-2.2,17,30,14
Sergio Akieme,ESP,DF,Reims,Ligue 1,25,1997,13,8,818,9.1,2,0,2,2,0,0,2,0,1.4,1.4,0.4,1.8,0.22,0.0,0.22,0.16,0.04,0.2,0.16,0.2,11,5,8,11,72.7,9,10,25,277,350,79.1,4318,1253,-0.4,6,15,4
Sergio Ramos,ESP,DF,Sevilla,La Liga,37,1986,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,0.11,0.0,0.11,0.07,0.0,0.07,0.07,0.07,45,30,27,40,67.5,35,41,156,1356,1524,89.0,29709,10962,-0.1,4,103,3
Sergio Reguilón,ESP,DF,Brentford,Premier League,26,1996,16,14,1118,12.4,0,4,4,0,0,0,4,1,0.8,0.8,2.8,3.6,0.0,0.32,0.32,0.06,0.23,0.29,0.06,0.29,45,20,24,40,60.0,23,16,41,351,522,67.2,6057,2626,1.2,20,17,17
Sergio Reguilón,ESP,DF,Manchester Utd,Premier League,26,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,13,8,8,17,47.1,10,5,7,244,314,77.7,3669,1356,-0.7,8,20,4
Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,0,0,0,0,,0,0,0,9,14,64.3,118,34,0.0,0,1,0
Siebe Van Der Heyden,BEL,DF,Mallorca,La Liga,25,1998,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,9,2,4,6,66.7,1,7,12,70,101,69.3,1241,438,0.0,0,1,0
Silvan Hefti,SUI,"DF,FW",Montpellier,Ligue 1,25,1997,11,9,711,7.9,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.2,0.0,0.13,0.13,0.03,0.13,0.15,0.03,0.15,21,15,15,29,51.7,7,8,11,238,328,72.6,3494,1326,0.0,3,12,7
Silvan Widmer,SUI,DF,Mainz 05,Bundesliga,30,1993,20,13,1242,13.8,1,3,4,1,0,0,4,0,1.4,1.4,3.5,4.8,0.07,0.22,0.29,0.1,0.25,0.35,0.1,0.35,23,10,17,28,60.7,18,16,37,490,677,72.4,8090,3637,-0.5,16,57,10
Simon Kjær,DEN,DF,Milan,Serie A,34,1989,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,0.0,0.08,0.08,0.04,0.06,0.1,0.04,0.1,24,15,14,22,63.6,22,14,46,735,833,88.2,13856,5025,0.2,4,42,1
Simone Romagnoli,ITA,DF,Frosinone,Serie A,33,1990,33,30,2715,30.2,1,1,2,1,0,0,6,0,1.2,1.2,0.4,1.6,0.03,0.03,0.07,0.04,0.01,0.05,0.04,0.05,35,15,15,20,75.0,51,29,147,1221,1421,85.9,21605,8093,0.6,3,22,0
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,22,2001,10,10,889,9.9,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,10,4,9,16,56.3,12,15,26,521,570,91.4,9695,3841,-0.7,3,34,2
Sokratis Papastathopoulos,GRE,DF,Betis,La Liga,35,1988,15,12,1136,12.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,21,14,13,17,76.5,15,6,60,507,574,88.3,9309,3232,0.0,1,6,0
Souleymane Touré,FRA,DF,Lorient,Ligue 1,20,2003,24,23,2051,22.8,1,1,2,1,0,0,6,0,1.7,1.7,0.4,2.2,0.04,0.04,0.09,0.08,0.02,0.1,0.08,0.1,25,12,8,14,57.1,38,36,101,1144,1280,89.4,18783,6849,0.6,7,66,5
Soungoutou Magassa,FRA,"DF,MF",Monaco,Ligue 1,19,2003,21,15,1346,15.0,0,0,0,0,0,0,7,0,0.6,0.6,0.1,0.8,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,56,26,26,48,54.2,21,21,36,871,998,87.3,16582,5928,-0.1,2,86,2
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,2,2,1,1,100.0,1,0,2,58,62,93.5,1267,388,0.0,0,2,0
Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,24,1999,11,7,631,7.0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,21,10,17,29,58.6,13,8,33,318,399,79.7,5355,2302,-0.1,2,21,3
Stefan Bell,GER,DF,Mainz 05,Bundesliga,31,1991,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,8,8,4,8,50.0,7,6,30,297,370,80.3,5526,2509,-0.1,1,16,3
Stefan de Vrij,NED,DF,Inter,Serie A,31,1992,25,17,1586,17.6,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,0.06,0.0,0.06,0.03,0.02,0.05,0.03,0.05,18,13,8,15,53.3,22,24,51,932,1010,92.3,16414,5395,-0.3,2,34,4
Stefan Lainer,AUT,"DF,MF",Gladbach,Bundesliga,30,1992,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,0.0,0.12,0.12,0.02,0.08,0.11,0.02,0.11,23,16,14,24,58.3,13,5,28,375,483,77.6,5727,1973,0.3,8,22,12
Stefan Lekovic,SRB,DF,Villarreal,La Liga,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,1,0,1,12,14,85.7,210,29,0.0,0,0,0
Stefan Mitrović,SRB,DF,Getafe,La Liga,33,1990,11,9,699,7.8,1,0,1,1,0,0,3,0,0.1,0.1,0.3,0.4,0.13,0.0,0.13,0.01,0.04,0.05,0.01,0.05,9,3,4,8,50.0,3,6,26,191,251,76.1,4178,1581,-0.3,2,16,1
Stefan Posch,AUT,DF,Bologna,Serie A,26,1997,31,29,2409,26.8,1,2,3,1,0,0,7,0,1.2,1.2,2.1,3.3,0.04,0.07,0.11,0.04,0.08,0.12,0.04,0.12,77,46,49,88,55.7,27,18,72,1712,2082,82.2,28051,10439,-0.1,22,144,21
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,32,1991,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.3,0.3,0.1,0.5,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,27,19,15,30,50.0,29,27,61,820,989,82.9,14666,5999,-0.1,1,59,7
Stefano Sabelli,ITA,DF,Genoa,Serie A,30,1993,32,30,2429,27.0,0,1,1,0,0,0,5,0,0.8,0.8,1.9,2.7,0.0,0.04,0.04,0.03,0.07,0.1,0.03,0.1,50,24,15,46,32.6,27,23,35,611,977,62.5,10552,4661,-0.9,20,58,35
Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,100.0,0,0,1,11,12,91.7,203,78,0.0,0,0,0
Sven Botman,NED,DF,Newcastle Utd,Premier League,23,2000,17,15,1377,15.3,2,2,4,2,0,0,2,0,0.6,0.6,1.0,1.6,0.13,0.13,0.26,0.04,0.07,0.11,0.04,0.11,20,13,8,13,61.5,20,9,61,921,1017,90.6,17027,6760,1.0,5,38,1
Tajon Buchanan,CAN,DF,Inter,Serie A,24,1999,10,0,161,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,0.56,0.0,0.56,0.11,0.18,0.29,0.11,0.29,1,1,1,2,50.0,1,0,4,58,72,80.6,787,103,-0.3,2,1,1
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,1998,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,0.16,0.08,0.23,0.12,0.03,0.15,0.12,0.15,20,9,11,18,61.1,10,18,33,574,697,82.4,8941,2520,0.6,6,60,10
Tanguy Nianzou,FRA,DF,Sevilla,La Liga,21,2002,8,3,318,3.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,12,8,8,11,72.7,2,3,9,137,156,87.8,2623,726,0.0,0,14,0
Tariq Lamptey,GHA,"DF,FW",Brighton,Premier League,22,2000,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,0.0,0.3,0.3,0.04,0.12,0.16,0.04,0.16,21,14,13,22,59.1,7,6,6,379,454,83.5,5485,916,1.8,10,6,12
Teden Mengi,ENG,DF,Luton Town,Premier League,21,2002,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,0.04,0.0,0.04,0.02,0.01,0.03,0.02,0.03,54,22,19,30,63.3,39,57,140,728,938,77.6,14286,5525,-0.3,6,62,5
Theo Hernández,FRA,DF,Milan,Serie A,25,1997,32,31,2791,31.0,5,4,9,4,1,2,11,1,4.9,3.4,4.3,7.7,0.16,0.13,0.29,0.16,0.14,0.3,0.11,0.25,30,17,11,22,50.0,33,23,42,1717,1994,86.1,26200,9027,-0.3,44,103,40
Théo Le Bris,FRA,"DF,MF",Lorient,Ligue 1,20,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,0.0,0.12,0.12,0.07,0.1,0.17,0.07,0.17,35,22,19,40,47.5,24,12,42,531,680,78.1,7815,2186,0.4,13,21,18
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,1998,6,3,346,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,17,7,11,19,57.9,9,3,15,136,172,79.1,2097,901,-0.1,1,10,0
Therence Koudou,FRA,DF,Reims,Ligue 1,18,2004,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,2,2,0,2,0.0,4,4,9,142,173,82.1,2412,704,-0.3,5,8,3
Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.8,0.11,0.04,0.14,0.03,0.04,0.06,0.03,0.06,29,15,20,34,58.8,33,26,153,2166,2287,94.7,38542,15513,0.0,9,125,10
Thibault De Smet,BEL,DF,Reims,Ligue 1,25,1998,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,56,35,33,59,55.9,25,21,51,837,1046,80.0,13947,4928,-0.8,14,80,14
Thierry Correia,POR,DF,Valencia,La Liga,24,1999,31,25,2154,23.9,0,2,2,0,0,0,4,1,0.6,0.6,2.1,2.7,0.0,0.08,0.08,0.03,0.09,0.11,0.03,0.11,63,35,28,49,57.1,39,33,61,1017,1340,75.9,16699,6810,-0.1,18,70,29
Thilo Kehrer,GER,DF,Monaco,Ligue 1,26,1996,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,0.07,0.07,0.14,0.05,0.07,0.12,0.05,0.12,32,22,22,39,56.4,18,30,55,859,966,88.9,16369,6851,-0.1,5,88,2
Thilo Kehrer,GER,"DF,MF",West Ham,Premier League,26,1996,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,,2,0,0,9,9,100.0,86,36,0.0,0,0,0
Thomas Delaine,FRA,"DF,MF",Strasbourg,Ligue 1,31,1992,27,24,2044,22.7,1,1,2,1,0,0,5,0,1.7,1.7,3.6,5.3,0.04,0.04,0.09,0.07,0.16,0.23,0.07,0.23,38,19,20,42,47.6,18,17,51,638,882,72.3,10860,3569,-2.6,26,30,23
Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.2,0.2,0.9,1.1,0.0,0.05,0.05,0.01,0.04,0.05,0.01,0.05,32,17,20,45,44.4,34,25,36,862,1069,80.6,14686,4219,0.1,11,52,10
Thomas Isherwood,SWE,DF,Darmstadt 98,Bundesliga,25,1998,12,8,636,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,11,5,5,9,55.6,10,10,34,223,268,83.2,4281,1293,0.0,1,13,4
Thomas Kristensen,DEN,DF,Udinese,Serie A,21,2002,26,23,2096,23.3,0,1,1,0,0,0,4,1,1.1,1.1,0.4,1.5,0.0,0.04,0.04,0.05,0.02,0.06,0.05,0.06,35,24,21,33,63.6,29,29,118,662,863,76.7,12745,5457,0.6,4,33,2
Thomas Meunier,BEL,DF,Dortmund,Bundesliga,31,1991,8,7,586,6.5,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.2,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18,5,1,3,13,23.1,8,4,22,399,495,80.6,6833,2757,-0.6,4,25,2
Thorgan Hazard,BEL,DF,Dortmund,Bundesliga,30,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,7,9,77.8,113,45,0.0,0,0,0
Tiago Djaló,POR,DF,Juventus,Serie A,23,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,1,0,1,12,13,92.3,232,68,0.0,0,0,0
Tiago Santos,POR,DF,Lille,Ligue 1,21,2002,29,26,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,0.04,0.08,0.11,0.05,0.09,0.14,0.05,0.14,63,42,30,52,57.7,24,15,37,1113,1396,79.7,18957,4850,-0.3,27,83,25
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,2005,8,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,9,8,17,47.1,12,8,14,315,349,90.3,5021,1532,0.0,1,14,0
Tim Oermann,GER,DF,Bochum,Bundesliga,19,2003,16,8,714,7.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,19,11,9,14,64.3,15,2,22,181,262,69.1,3043,1352,-0.3,4,22,5
Tim Ream,USA,DF,Fulham,Premier League,35,1987,18,17,1503,16.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.06,20,9,9,18,50.0,23,25,61,944,1060,89.1,18892,6949,0.0,0,78,1
